Group,Bin_group,product,pre_reading,post_reading,worker_id,age,gender,education,income
LC,C,headphone,40,39,A2LED6ZGVIMIJT,18-25,Female,Bachelors,"0 - $100,000"
LC,C,laptop,41,36,A2LED6ZGVIMIJT,18-25,Female,Bachelors,"0 - $100,000"
T,T,camera,41,40,A2LFM01A16YPKG,36-45,Male,Bachelors,"0 - $100,000"
T,T,headphone,41,45,A2LFM01A16YPKG,36-45,Male,Bachelors,"0 - $100,000"
T,T,laptop,45,45,A2LFM01A16YPKG,36-45,Male,Bachelors,"0 - $100,000"
T,T,camera,49,49,A2LV5432PV1S39,26-35,Male,Bachelors,"$500,001 - $1,000,000"
T,T,headphone,50,50,A2LV5432PV1S39,26-35,Male,Bachelors,"$500,001 - $1,000,000"
T,T,laptop,46,47,A2LV5432PV1S39,26-35,Male,Bachelors,"$500,001 - $1,000,000"
HC,C,camera,41,32,A2LV9W8NGQGEDS,36-45,Male,High school/GED,"$200,001 - $300,000"
HC,C,headphone,43,43,A2LV9W8NGQGEDS,36-45,Male,High school/GED,"$200,001 - $300,000"
HC,C,laptop,34,35,A2LV9W8NGQGEDS,36-45,Male,High school/GED,"$200,001 - $300,000"
T,T,camera,45,49,A2M190GHL0QK5X,26-35,Female,Bachelors,"0 - $100,000"
T,T,headphone,41,39,A2M190GHL0QK5X,26-35,Female,Bachelors,"0 - $100,000"
T,T,laptop,44,50,A2M190GHL0QK5X,26-35,Female,Bachelors,"0 - $100,000"
LC,C,camera,45,43,A2MDE20QKJFF1O,46-55,Female,Bachelors,"$500,001 - $1,000,000"
LC,C,headphone,41,41,A2MDE20QKJFF1O,46-55,Female,Bachelors,"$500,001 - $1,000,000"
LC,C,laptop,45,44,A2MDE20QKJFF1O,46-55,Female,Bachelors,"$500,001 - $1,000,000"
T,T,camera,42,43,A2MJCZVZKP15XQ,26-35,Male,Bachelors,"0 - $100,000"
T,T,headphone,42,42,A2MJCZVZKP15XQ,26-35,Male,Bachelors,"0 - $100,000"
T,T,laptop,43,43,A2MJCZVZKP15XQ,26-35,Male,Bachelors,"0 - $100,000"
T,T,camera,44,45,A2MNPKR85EINRT,18-25,Male,High school/GED,"0 - $100,000"
T,T,headphone,45,45,A2MNPKR85EINRT,18-25,Male,High school/GED,"0 - $100,000"
T,T,laptop,45,45,A2MNPKR85EINRT,18-25,Male,High school/GED,"0 - $100,000"
T,T,camera,47,48,A2MNYGPWR8PG7L,36-45,Male,Bachelors,"$500,001 - $1,000,000"
T,T,headphone,47,46,A2MNYGPWR8PG7L,36-45,Male,Bachelors,"$500,001 - $1,000,000"
T,T,laptop,46,46,A2MNYGPWR8PG7L,36-45,Male,Bachelors,"$500,001 - $1,000,000"
HC,C,camera,50,50,A2MPRJVMM87Q70,56+,Female,Bachelors,"0 - $100,000"
HC,C,headphone,50,50,A2MPRJVMM87Q70,56+,Female,Bachelors,"0 - $100,000"
HC,C,laptop,45,45,A2MPRJVMM87Q70,56+,Female,Bachelors,"0 - $100,000"
T,T,camera,42,44,A2MUOR5H62S8OG,36-45,Male,High school/GED,"0 - $100,000"
T,T,headphone,44,39,A2MUOR5H62S8OG,36-45,Male,High school/GED,"0 - $100,000"
T,T,laptop,44,43,A2MUOR5H62S8OG,36-45,Male,High school/GED,"0 - $100,000"
T,T,camera,50,50,A2N53V9713PZG3,18-25,Female,High school/GED,"0 - $100,000"
T,T,headphone,50,50,A2N53V9713PZG3,18-25,Female,High school/GED,"0 - $100,000"
T,T,laptop,50,40,A2N53V9713PZG3,18-25,Female,High school/GED,"0 - $100,000"
HC,C,camera,32,32,A2NE19J3DWL8H,,Male,,"$100,001 - $200,000"
HC,C,headphone,29,28,A2NE19J3DWL8H,,Male,,"$100,001 - $200,000"
HC,C,laptop,28,35,A2NE19J3DWL8H,,Male,,"$100,001 - $200,000"
LC,C,camera,49,45,A2ODNU28S3R9BN,36-45,Female,Bachelors,"0 - $100,000"
LC,C,headphone,50,45,A2ODNU28S3R9BN,36-45,Female,Bachelors,"0 - $100,000"
LC,C,laptop,50,46,A2ODNU28S3R9BN,36-45,Female,Bachelors,"0 - $100,000"
T,T,camera,40,41,A2P93KBD3WXXTW,18-25,Female,Bachelors,"0 - $100,000"
T,T,headphone,41,44,A2P93KBD3WXXTW,18-25,Female,Bachelors,"0 - $100,000"
T,T,laptop,38,43,A2P93KBD3WXXTW,18-25,Female,Bachelors,"0 - $100,000"
LC,C,camera,36,50,A2PJBSDDN22XIX,56+,Prefer not to say,High school/GED,"0 - $100,000"
LC,C,headphone,39,38,A2PJBSDDN22XIX,56+,Prefer not to say,High school/GED,"0 - $100,000"
LC,C,laptop,50,47,A2PJBSDDN22XIX,56+,Prefer not to say,High school/GED,"0 - $100,000"
HC,C,camera,42,40,A2PSM78KCTMRK8,46-55,Female,Masters,"$200,001 - $300,000"
HC,C,headphone,40,39,A2PSM78KCTMRK8,46-55,Female,Masters,"$200,001 - $300,000"
HC,C,laptop,39,43,A2PSM78KCTMRK8,46-55,Female,Masters,"$200,001 - $300,000"
LC,C,camera,45,45,A2Q24P16207XR4,56+,Male,Masters,"0 - $100,000"
LC,C,headphone,45,45,A2Q24P16207XR4,56+,Male,Masters,"0 - $100,000"
LC,C,laptop,40,40,A2Q24P16207XR4,56+,Male,Masters,"0 - $100,000"
HC,C,camera,37,30,A2Q6A0FCZ9UKEH,26-35,Female,Prefer not to say,"0 - $100,000"
HC,C,headphone,25,22,A2Q6A0FCZ9UKEH,26-35,Female,Prefer not to say,"0 - $100,000"
HC,C,laptop,43,30,A2Q6A0FCZ9UKEH,26-35,Female,Prefer not to say,"0 - $100,000"
T,T,camera,45,46,A2QI7E49C9VLQ7,26-35,Female,Bachelors,"$500,001 - $1,000,000"
T,T,headphone,45,46,A2QI7E49C9VLQ7,26-35,Female,Bachelors,"$500,001 - $1,000,000"
T,T,laptop,45,46,A2QI7E49C9VLQ7,26-35,Female,Bachelors,"$500,001 - $1,000,000"
T,T,camera,47,45,A2QKSRSZ0LMLS4,36-45,Male,Masters,"$200,001 - $300,000"
T,T,headphone,47,46,A2QKSRSZ0LMLS4,36-45,Male,Masters,"$200,001 - $300,000"
T,T,laptop,47,47,A2QKSRSZ0LMLS4,36-45,Male,Masters,"$200,001 - $300,000"
LC,C,camera,42,43,A2QPU9CPFDCJK5,36-45,Female,Masters,"0 - $100,000"
LC,C,headphone,43,10,A2QPU9CPFDCJK5,36-45,Female,Masters,"0 - $100,000"
LC,C,laptop,42,31,A2QPU9CPFDCJK5,36-45,Female,Masters,"0 - $100,000"
T,T,camera,48,50,A2R25RH05K0B68,46-55,Male,High school/GED,"0 - $100,000"
T,T,headphone,46,50,A2R25RH05K0B68,46-55,Male,High school/GED,"0 - $100,000"
T,T,laptop,45,50,A2R25RH05K0B68,46-55,Male,High school/GED,"0 - $100,000"
T,T,camera,37,34,A2R8V48VVX1BNO,18-25,Male,High school/GED,"0 - $100,000"
T,T,headphone,32,35,A2R8V48VVX1BNO,18-25,Male,High school/GED,"0 - $100,000"
T,T,laptop,40,37,A2R8V48VVX1BNO,18-25,Male,High school/GED,"0 - $100,000"
T,T,camera,48,49,A2R91WBUA8HY40,36-45,Male,Masters,"$300,001 - $500,000"
T,T,headphone,47,49,A2R91WBUA8HY40,36-45,Male,Masters,"$300,001 - $500,000"
T,T,laptop,48,49,A2R91WBUA8HY40,36-45,Male,Masters,"$300,001 - $500,000"
T,T,camera,49,48,A2R9KTID7VBAOE,36-45,Female,Masters,"$100,001 - $200,000"
T,T,headphone,47,47,A2R9KTID7VBAOE,36-45,Female,Masters,"$100,001 - $200,000"
T,T,laptop,45,45,A2R9KTID7VBAOE,36-45,Female,Masters,"$100,001 - $200,000"
T,T,camera,41,44,A2RLOB9VH2XSRT,56+,Female,Bachelors,"0 - $100,000"
T,T,headphone,47,47,A2RLOB9VH2XSRT,56+,Female,Bachelors,"0 - $100,000"
T,T,laptop,42,38,A2RLOB9VH2XSRT,56+,Female,Bachelors,"0 - $100,000"
T,T,camera,46,43,A2RWESHZZ2VYN7,26-35,Female,Bachelors,"$500,001 - $1,000,000"
T,T,headphone,40,44,A2RWESHZZ2VYN7,26-35,Female,Bachelors,"$500,001 - $1,000,000"
T,T,laptop,37,35,A2RWESHZZ2VYN7,26-35,Female,Bachelors,"$500,001 - $1,000,000"
LC,C,camera,44,47,A2RYP5HCVKX4A6,26-35,Male,High school/GED,"0 - $100,000"
LC,C,headphone,17,14,A2RYP5HCVKX4A6,26-35,Male,High school/GED,"0 - $100,000"
LC,C,laptop,48,50,A2RYP5HCVKX4A6,26-35,Male,High school/GED,"0 - $100,000"
LC,C,camera,45,50,A2SKOPFTRTNFUY,56+,Female,Bachelors,"0 - $100,000"
LC,C,headphone,41,45,A2SKOPFTRTNFUY,56+,Female,Bachelors,"0 - $100,000"
LC,C,laptop,48,50,A2SKOPFTRTNFUY,56+,Female,Bachelors,"0 - $100,000"
HC,C,camera,45,44,A2SZE9AC260BXD,36-45,Male,Bachelors,"$300,001 - $500,000"
HC,C,headphone,36,44,A2SZE9AC260BXD,36-45,Male,Bachelors,"$300,001 - $500,000"
HC,C,laptop,38,38,A2SZE9AC260BXD,36-45,Male,Bachelors,"$300,001 - $500,000"
LC,C,camera,41,41,A2TGCN1CGEDZJZ,26-35,Male,Masters,"$100,001 - $200,000"
LC,C,headphone,45,40,A2TGCN1CGEDZJZ,26-35,Male,Masters,"$100,001 - $200,000"
LC,C,laptop,32,19,A2TGCN1CGEDZJZ,26-35,Male,Masters,"$100,001 - $200,000"
T,T,camera,50,48,A2TRFQJKZU9NB3,26-35,Prefer not to say,Bachelors,"$300,001 - $500,000"
T,T,headphone,48,49,A2TRFQJKZU9NB3,26-35,Prefer not to say,Bachelors,"$300,001 - $500,000"
T,T,laptop,50,49,A2TRFQJKZU9NB3,26-35,Prefer not to say,Bachelors,"$300,001 - $500,000"
T,T,camera,47,44,A2TTD0N9GTK7WM,26-35,Male,Bachelors,"0 - $100,000"
T,T,headphone,48,47,A2TTD0N9GTK7WM,26-35,Male,Bachelors,"0 - $100,000"
T,T,laptop,46,47,A2TTD0N9GTK7WM,26-35,Male,Bachelors,"0 - $100,000"
HC,C,camera,32,39,A2TWIZXBZLCMN,26-35,Male,Masters,"$500,001 - $1,000,000"
HC,C,headphone,35,27,A2TWIZXBZLCMN,26-35,Male,Masters,"$500,001 - $1,000,000"
HC,C,laptop,41,40,A2TWIZXBZLCMN,26-35,Male,Masters,"$500,001 - $1,000,000"
HC,C,camera,47,46,A2U3723LKNMHAI,56+,Female,Bachelors,"$300,001 - $500,000"
HC,C,headphone,47,47,A2U3723LKNMHAI,56+,Female,Bachelors,"$300,001 - $500,000"
HC,C,laptop,45,49,A2U3723LKNMHAI,56+,Female,Bachelors,"$300,001 - $500,000"
HC,C,camera,28,30,A2U9EWTT63FP0J,26-35,Male,Masters,"0 - $100,000"
HC,C,headphone,27,27,A2U9EWTT63FP0J,26-35,Male,Masters,"0 - $100,000"
HC,C,laptop,29,27,A2U9EWTT63FP0J,26-35,Male,Masters,"0 - $100,000"
T,T,camera,44,42,A2UKJR30NX8K4Q,46-55,Female,Masters,"$100,001 - $200,000"
T,T,headphone,40,37,A2UKJR30NX8K4Q,46-55,Female,Masters,"$100,001 - $200,000"
T,T,laptop,39,40,A2UKJR30NX8K4Q,46-55,Female,Masters,"$100,001 - $200,000"
T,T,camera,38,40,A2USYZT13WFSGG,46-55,Female,Bachelors,"0 - $100,000"
T,T,headphone,41,39,A2USYZT13WFSGG,46-55,Female,Bachelors,"0 - $100,000"
T,T,laptop,42,41,A2USYZT13WFSGG,46-55,Female,Bachelors,"0 - $100,000"
LC,C,camera,34,30,A2V78B2QWOM6RK,46-55,Male,Bachelors,"0 - $100,000"
LC,C,headphone,50,49,A2V78B2QWOM6RK,46-55,Male,Bachelors,"0 - $100,000"
LC,C,laptop,46,32,A2V78B2QWOM6RK,46-55,Male,Bachelors,"0 - $100,000"
T,T,camera,42,46,A2VGEE0ZIZ8CBQ,46-55,Male,Bachelors,"0 - $100,000"
T,T,headphone,38,41,A2VGEE0ZIZ8CBQ,46-55,Male,Bachelors,"0 - $100,000"
T,T,laptop,38,42,A2VGEE0ZIZ8CBQ,46-55,Male,Bachelors,"0 - $100,000"
HC,C,camera,47,50,A2VHM8EO3FBGP,26-35,Male,Bachelors,Prefer not to say
HC,C,headphone,39,45,A2VHM8EO3FBGP,26-35,Male,Bachelors,Prefer not to say
HC,C,laptop,50,50,A2VHM8EO3FBGP,26-35,Male,Bachelors,Prefer not to say
LC,C,camera,43,45,A2VN0R4EGGV7KE,56+,Female,High school/GED,"$200,001 - $300,000"
LC,C,headphone,33,36,A2VN0R4EGGV7KE,56+,Female,High school/GED,"$200,001 - $300,000"
LC,C,laptop,42,46,A2VN0R4EGGV7KE,56+,Female,High school/GED,"$200,001 - $300,000"
HC,C,camera,48,45,A2VNR6984SDFGQ,46-55,Female,Masters,"0 - $100,000"
HC,C,headphone,41,42,A2VNR6984SDFGQ,46-55,Female,Masters,"0 - $100,000"
HC,C,laptop,37,35,A2VNR6984SDFGQ,46-55,Female,Masters,"0 - $100,000"
T,T,camera,46,45,A2W1VHUEGIYPA1,36-45,Male,Masters,"$300,001 - $500,000"
T,T,headphone,47,44,A2W1VHUEGIYPA1,36-45,Male,Masters,"$300,001 - $500,000"
T,T,laptop,47,46,A2W1VHUEGIYPA1,36-45,Male,Masters,"$300,001 - $500,000"
T,T,camera,43,43,A2W2QNCWKADF0P,36-45,Male,Masters,"$300,001 - $500,000"
T,T,headphone,43,42,A2W2QNCWKADF0P,36-45,Male,Masters,"$300,001 - $500,000"
T,T,laptop,42,42,A2W2QNCWKADF0P,36-45,Male,Masters,"$300,001 - $500,000"
HC,C,camera,31,42,A2WMRGEE0RXQWR,18-25,Female,High school/GED,"0 - $100,000"
HC,C,headphone,37,30,A2WMRGEE0RXQWR,18-25,Female,High school/GED,"0 - $100,000"
HC,C,laptop,38,38,A2WMRGEE0RXQWR,18-25,Female,High school/GED,"0 - $100,000"
HC,C,camera,42,44,A2WZFRLD4UPGII,18-25,Female,Masters,"0 - $100,000"
HC,C,headphone,38,46,A2WZFRLD4UPGII,18-25,Female,Masters,"0 - $100,000"
HC,C,laptop,43,48,A2WZFRLD4UPGII,18-25,Female,Masters,"0 - $100,000"
LC,C,camera,42,41,A2X2ZYBN4V4CA8,46-55,Female,Masters,"$100,001 - $200,000"
LC,C,headphone,36,39,A2X2ZYBN4V4CA8,46-55,Female,Masters,"$100,001 - $200,000"
LC,C,laptop,39,43,A2X2ZYBN4V4CA8,46-55,Female,Masters,"$100,001 - $200,000"
HC,C,camera,40,40,A2XMS1HUR8EE38,36-45,Female,High school/GED,"0 - $100,000"
HC,C,headphone,40,40,A2XMS1HUR8EE38,36-45,Female,High school/GED,"0 - $100,000"
HC,C,laptop,38,40,A2XMS1HUR8EE38,36-45,Female,High school/GED,"0 - $100,000"
HC,C,camera,39,37,A2Y7N2C5G3TCR8,36-45,Male,Bachelors,"0 - $100,000"
HC,C,headphone,38,36,A2Y7N2C5G3TCR8,36-45,Male,Bachelors,"0 - $100,000"
HC,C,laptop,39,37,A2Y7N2C5G3TCR8,36-45,Male,Bachelors,"0 - $100,000"
T,T,camera,38,37,A2YFQS0N1IAN9I,26-35,Male,Bachelors,"0 - $100,000"
T,T,headphone,40,33,A2YFQS0N1IAN9I,26-35,Male,Bachelors,"0 - $100,000"
T,T,laptop,33,41,A2YFQS0N1IAN9I,26-35,Male,Bachelors,"0 - $100,000"
LC,C,camera,36,37,A2YGZ409IST28,26-35,Female,Bachelors,"$100,001 - $200,000"
LC,C,headphone,38,38,A2YGZ409IST28,26-35,Female,Bachelors,"$100,001 - $200,000"
LC,C,laptop,45,43,A2YGZ409IST28,26-35,Female,Bachelors,"$100,001 - $200,000"
T,T,camera,36,30,A2YJS4MROKPUE2,26-35,Male,Bachelors,"0 - $100,000"
T,T,headphone,29,31,A2YJS4MROKPUE2,26-35,Male,Bachelors,"0 - $100,000"
T,T,laptop,31,37,A2YJS4MROKPUE2,26-35,Male,Bachelors,"0 - $100,000"
HC,C,camera,28,29,A2YOLW621EFX4V,26-35,Male,Masters,"$200,001 - $300,000"
HC,C,headphone,34,26,A2YOLW621EFX4V,26-35,Male,Masters,"$200,001 - $300,000"
HC,C,laptop,29,32,A2YOLW621EFX4V,26-35,Male,Masters,"$200,001 - $300,000"
T,T,camera,43,42,A2YPQHU6RTLDZO,46-55,Female,Masters,"$100,001 - $200,000"
T,T,headphone,44,44,A2YPQHU6RTLDZO,46-55,Female,Masters,"$100,001 - $200,000"
T,T,laptop,44,45,A2YPQHU6RTLDZO,46-55,Female,Masters,"$100,001 - $200,000"
LC,C,camera,43,38,A2ZHBK2MDL2L51,26-35,Male,Bachelors,"0 - $100,000"
LC,C,headphone,41,39,A2ZHBK2MDL2L51,26-35,Male,Bachelors,"0 - $100,000"
LC,C,laptop,42,39,A2ZHBK2MDL2L51,26-35,Male,Bachelors,"0 - $100,000"
T,T,camera,47,41,A2ZK5I1MDWNPRU,26-35,Female,Bachelors,"0 - $100,000"
T,T,headphone,38,38,A2ZK5I1MDWNPRU,26-35,Female,Bachelors,"0 - $100,000"
T,T,laptop,41,47,A2ZK5I1MDWNPRU,26-35,Female,Bachelors,"0 - $100,000"
HC,C,camera,39,37,A2ZYKBNUW6BOJI,26-35,Male,Bachelors,"$100,001 - $200,000"
HC,C,headphone,39,29,A2ZYKBNUW6BOJI,26-35,Male,Bachelors,"$100,001 - $200,000"
HC,C,laptop,38,28,A2ZYKBNUW6BOJI,26-35,Male,Bachelors,"$100,001 - $200,000"
T,T,camera,40,46,A3021ZUF9X732J,36-45,Female,Bachelors,"0 - $100,000"
T,T,headphone,40,49,A3021ZUF9X732J,36-45,Female,Bachelors,"0 - $100,000"
T,T,laptop,40,46,A3021ZUF9X732J,36-45,Female,Bachelors,"0 - $100,000"
T,T,camera,47,47,A30CGO77OY7WP0,26-35,Male,High school/GED,"0 - $100,000"
T,T,headphone,26,27,A30CGO77OY7WP0,26-35,Male,High school/GED,"0 - $100,000"
T,T,laptop,44,48,A30CGO77OY7WP0,26-35,Male,High school/GED,"0 - $100,000"
HC,C,camera,36,37,A30FDMYF959E69,36-45,Female,Bachelors,"$200,001 - $300,000"
HC,C,headphone,37,38,A30FDMYF959E69,36-45,Female,Bachelors,"$200,001 - $300,000"
HC,C,laptop,37,36,A30FDMYF959E69,36-45,Female,Bachelors,"$200,001 - $300,000"
T,T,camera,33,30,A30G8DHVOX7UI7,26-35,Female,Bachelors,"0 - $100,000"
T,T,headphone,32,31,A30G8DHVOX7UI7,26-35,Female,Bachelors,"0 - $100,000"
T,T,laptop,34,33,A30G8DHVOX7UI7,26-35,Female,Bachelors,"0 - $100,000"
T,T,camera,45,26,A30NGIKN7761QK,26-35,Male,Bachelors,"$300,001 - $500,000"
T,T,headphone,45,42,A30NGIKN7761QK,26-35,Male,Bachelors,"$300,001 - $500,000"
T,T,laptop,43,42,A30NGIKN7761QK,26-35,Male,Bachelors,"$300,001 - $500,000"
T,T,camera,44,46,A30NH6SC0DXSAZ,18-25,Male,High school/GED,"0 - $100,000"
T,T,headphone,34,35,A30NH6SC0DXSAZ,18-25,Male,High school/GED,"0 - $100,000"
T,T,laptop,36,44,A30NH6SC0DXSAZ,18-25,Male,High school/GED,"0 - $100,000"
T,T,camera,43,47,A30NHACXAOBWFH,26-35,Male,Bachelors,"0 - $100,000"
T,T,headphone,46,46,A30NHACXAOBWFH,26-35,Male,Bachelors,"0 - $100,000"
T,T,laptop,49,45,A30NHACXAOBWFH,26-35,Male,Bachelors,"0 - $100,000"
T,T,camera,41,39,A30NX5HEQGGFPP,56+,Male,Masters,"$100,001 - $200,000"
T,T,headphone,40,40,A30NX5HEQGGFPP,56+,Male,Masters,"$100,001 - $200,000"
T,T,laptop,41,38,A30NX5HEQGGFPP,56+,Male,Masters,"$100,001 - $200,000"
HC,C,camera,48,47,A30US88GBGBG0V,36-45,Male,Doctorate,"$1,000,000+"
HC,C,headphone,46,43,A30US88GBGBG0V,36-45,Male,Doctorate,"$1,000,000+"
HC,C,laptop,46,44,A30US88GBGBG0V,36-45,Male,Doctorate,"$1,000,000+"
T,T,camera,33,32,A30YR5TPOKQYXJ,36-45,Female,High school/GED,"0 - $100,000"
T,T,headphone,36,36,A30YR5TPOKQYXJ,36-45,Female,High school/GED,"0 - $100,000"
T,T,laptop,37,38,A30YR5TPOKQYXJ,36-45,Female,High school/GED,"0 - $100,000"
T,T,camera,40,38,A314HZMO5U42D8,26-35,Male,Masters,"$100,001 - $200,000"
T,T,headphone,40,35,A314HZMO5U42D8,26-35,Male,Masters,"$100,001 - $200,000"
T,T,laptop,34,30,A314HZMO5U42D8,26-35,Male,Masters,"$100,001 - $200,000"
T,T,camera,23,26,A31A4YKVSOYRVS,18-25,Female,Bachelors,"0 - $100,000"
T,T,headphone,25,24,A31A4YKVSOYRVS,18-25,Female,Bachelors,"0 - $100,000"
T,T,laptop,25,22,A31A4YKVSOYRVS,18-25,Female,Bachelors,"0 - $100,000"
T,T,camera,43,42,A31N9H39PWDFBX,26-35,Male,Bachelors,"$300,001 - $500,000"
T,T,headphone,45,46,A31N9H39PWDFBX,26-35,Male,Bachelors,"$300,001 - $500,000"
T,T,laptop,45,44,A31N9H39PWDFBX,26-35,Male,Bachelors,"$300,001 - $500,000"
T,T,camera,35,38,A31ZMKF1XY6SFF,36-45,Male,High school/GED,"0 - $100,000"
T,T,headphone,38,39,A31ZMKF1XY6SFF,36-45,Male,High school/GED,"0 - $100,000"
T,T,laptop,42,42,A31ZMKF1XY6SFF,36-45,Male,High school/GED,"0 - $100,000"
T,T,camera,41,41,A32L4PNSU74OZY,56+,Male,Masters,"$100,001 - $200,000"
T,T,headphone,41,41,A32L4PNSU74OZY,56+,Male,Masters,"$100,001 - $200,000"
T,T,laptop,45,45,A32L4PNSU74OZY,56+,Male,Masters,"$100,001 - $200,000"
T,T,camera,45,43,A32Y7ZYBFUKLXD,26-35,Male,Bachelors,"0 - $100,000"
T,T,headphone,39,36,A32Y7ZYBFUKLXD,26-35,Male,Bachelors,"0 - $100,000"
T,T,laptop,28,28,A32Y7ZYBFUKLXD,26-35,Male,Bachelors,"0 - $100,000"
T,T,camera,47,49,A3370W1NV88H5Z,46-55,Female,Bachelors,"0 - $100,000"
T,T,headphone,48,48,A3370W1NV88H5Z,46-55,Female,Bachelors,"0 - $100,000"
T,T,laptop,47,48,A3370W1NV88H5Z,46-55,Female,Bachelors,"0 - $100,000"
T,T,camera,38,39,A33ELVLU0NX9N9,56+,Male,Bachelors,"0 - $100,000"
T,T,headphone,41,42,A33ELVLU0NX9N9,56+,Male,Bachelors,"0 - $100,000"
T,T,laptop,33,30,A33ELVLU0NX9N9,56+,Male,Bachelors,"0 - $100,000"
T,T,camera,45,42,A33GB614ST7J82,46-55,Male,Masters,"0 - $100,000"
T,T,headphone,41,38,A33GB614ST7J82,46-55,Male,Masters,"0 - $100,000"
T,T,laptop,40,37,A33GB614ST7J82,46-55,Male,Masters,"0 - $100,000"
LC,C,camera,43,44,A33IDNK3S0T6VZ,46-55,Female,Masters,"$100,001 - $200,000"
LC,C,headphone,50,50,A33IDNK3S0T6VZ,46-55,Female,Masters,"$100,001 - $200,000"
LC,C,laptop,29,21,A33IDNK3S0T6VZ,46-55,Female,Masters,"$100,001 - $200,000"
T,T,camera,41,43,A33WXTJUOL2PSQ,56+,Female,Masters,"$200,001 - $300,000"
T,T,headphone,40,42,A33WXTJUOL2PSQ,56+,Female,Masters,"$200,001 - $300,000"
T,T,laptop,43,43,A33WXTJUOL2PSQ,56+,Female,Masters,"$200,001 - $300,000"
T,T,camera,38,42,A34FWNJ7PW4Q9X,26-35,Male,Bachelors,"0 - $100,000"
T,T,headphone,43,48,A34FWNJ7PW4Q9X,26-35,Male,Bachelors,"0 - $100,000"
T,T,laptop,47,36,A34FWNJ7PW4Q9X,26-35,Male,Bachelors,"0 - $100,000"
T,T,camera,37,41,A34LSCB90T5KYE,46-55,Female,Bachelors,"0 - $100,000"
T,T,headphone,36,41,A34LSCB90T5KYE,46-55,Female,Bachelors,"0 - $100,000"
T,T,laptop,30,39,A34LSCB90T5KYE,46-55,Female,Bachelors,"0 - $100,000"
HC,C,camera,29,27,A34P6FK0HV11U2,36-45,Male,Masters,"0 - $100,000"
HC,C,headphone,33,27,A34P6FK0HV11U2,36-45,Male,Masters,"0 - $100,000"
HC,C,laptop,39,40,A34P6FK0HV11U2,36-45,Male,Masters,"0 - $100,000"
LC,C,camera,41,40,A34S7EL2SKSXOF,26-35,Male,Masters,"0 - $100,000"
LC,C,headphone,40,40,A34S7EL2SKSXOF,26-35,Male,Masters,"0 - $100,000"
LC,C,laptop,45,42,A34S7EL2SKSXOF,26-35,Male,Masters,"0 - $100,000"
HC,C,camera,35,33,A34T4R7G25LDJM,26-35,Male,Bachelors,"$200,001 - $300,000"
HC,C,headphone,34,33,A34T4R7G25LDJM,26-35,Male,Bachelors,"$200,001 - $300,000"
HC,C,laptop,32,33,A34T4R7G25LDJM,26-35,Male,Bachelors,"$200,001 - $300,000"
LC,C,camera,43,43,A34X5L5MLN13F4,26-35,Female,Bachelors,Prefer not to say
LC,C,headphone,36,34,A34X5L5MLN13F4,26-35,Female,Bachelors,Prefer not to say
LC,C,laptop,38,37,A34X5L5MLN13F4,26-35,Female,Bachelors,Prefer not to say
T,T,camera,26,38,A34XS2K3Q0PG4,18-25,Female,Bachelors,"0 - $100,000"
T,T,headphone,30,31,A34XS2K3Q0PG4,18-25,Female,Bachelors,"0 - $100,000"
T,T,laptop,39,40,A34XS2K3Q0PG4,18-25,Female,Bachelors,"0 - $100,000"
LC,C,camera,48,48,A353ZWBGYHFOBK,56+,Female,Bachelors,"0 - $100,000"
LC,C,headphone,34,36,A353ZWBGYHFOBK,56+,Female,Bachelors,"0 - $100,000"
LC,C,laptop,40,30,A353ZWBGYHFOBK,56+,Female,Bachelors,"0 - $100,000"
LC,C,camera,33,30,A35NXCD0VE2I69,36-45,Male,High school/GED,"0 - $100,000"
LC,C,headphone,38,42,A35NXCD0VE2I69,36-45,Male,High school/GED,"0 - $100,000"
LC,C,laptop,22,17,A35NXCD0VE2I69,36-45,Male,High school/GED,"0 - $100,000"
T,T,camera,39,40,A369K7I5SXBPNC,56+,Female,High school/GED,"0 - $100,000"
T,T,headphone,40,40,A369K7I5SXBPNC,56+,Female,High school/GED,"0 - $100,000"
T,T,laptop,40,41,A369K7I5SXBPNC,56+,Female,High school/GED,"0 - $100,000"
T,T,camera,45,45,A36ADZHZFFDEQA,56+,Female,Bachelors,Prefer not to say
T,T,headphone,41,43,A36ADZHZFFDEQA,56+,Female,Bachelors,Prefer not to say
T,T,laptop,41,49,A36ADZHZFFDEQA,56+,Female,Bachelors,Prefer not to say
T,T,camera,41,41,A36EOEBVBUTO85,36-45,Female,Masters,"$100,001 - $200,000"
T,T,headphone,39,42,A36EOEBVBUTO85,36-45,Female,Masters,"$100,001 - $200,000"
T,T,laptop,46,43,A36EOEBVBUTO85,36-45,Female,Masters,"$100,001 - $200,000"
HC,C,camera,30,28,A36FTFWKSRJHMR,26-35,Male,Bachelors,"0 - $100,000"
HC,C,headphone,38,28,A36FTFWKSRJHMR,26-35,Male,Bachelors,"0 - $100,000"
HC,C,laptop,26,35,A36FTFWKSRJHMR,26-35,Male,Bachelors,"0 - $100,000"
T,T,camera,40,47,A36RACME5IE5AR,26-35,Male,High school/GED,"0 - $100,000"
T,T,headphone,47,47,A36RACME5IE5AR,26-35,Male,High school/GED,"0 - $100,000"
T,T,laptop,50,50,A36RACME5IE5AR,26-35,Male,High school/GED,"0 - $100,000"
